word,clean_word,sentiment
رهييبه,رهيبه,pos
رواية,روايه,pos
. رواية,روايه,pos
رواية تستحق,روايه تستحق,pos
رواية جميلة,روايه جميله,pos
رواية جيدة,روايه جيده,pos
رواية خايبة,روايه خايبه,neg
روايةرائعة,روايهراءعه,pos
رواية رائعة,روايه راءعه,pos
رواية كئيبة,روايه كءيبه,neg
رواية محبطة,روايه محبطه,neg
رواية مشوقة,روايه مشوقه,pos
رواية ممتعة,روايه متعه,pos
رواية مملة,روايه مله,neg
روع,روع,pos
روعة,روعه,pos
روعتها,روعتها,pos
روعتهاا,روعتها,pos
روعه,روعه,pos
رومانسي,رومانسي,pos
رووعة,روعه,pos
رووعه,روعه,pos
روووعه,روعه,pos
زبالة,زباله,neg
زباله,زباله,neg
زجاجها مخدش,زجاجها مخدش,neg
زحمة,زحمه,neg
زحمه والاكل,زحمه والاكل,neg
زفت,زفت,neg
زفر,زفر,neg
زهقت,زهقت,neg
زيادة عن اللزوم,زياده الزوم,neg
زين,زين,pos
زين مره,زين مره,pos
زيوت,زيوت,neg
سابق لعصره,سابق لعصره,pos
ساحر,ساحر,pos
ساحرة,ساحره,pos
ساخرة ومميزة,ساخره وميزه,pos
ساذج,ساذج,neg
ساذجة,ساذجه,neg
ساعة,ساعه,pos
سالب,سالب,neg
ستمتعت,ستمتعت,pos
سخف,سخف,neg
سخيف,سخيف,neg
سخيفة,سخيفه,neg
سخييف,سخيف,neg
سد نفسي,سد نفسي,neg
سرعة,سرعه,pos
سرقة,سرقه,neg
سرقه,سرقه,neg
سريع,سريع,pos
سريعة,سريعه,pos
سريعه,سريعه,pos
سطحي,سطحي,neg
سطحية,سطحيه,neg
سطحيه,سطحيه,neg
سعدت,سعدت,pos
سعر مجنون,سعر مجنون,neg
سعر مرتفع,سعر مرتفع,neg
سعرها مغالي,سعرها مغالي,neg
سعيد,سعيد,pos
سعيدة,سعيده,pos
سف,سف,neg
سفسطة,سفسطه,neg
سلبي,سلبي,neg
سلبية,سلبيه,neg
سلبي جدا,سلبي,neg
سلة المهملات,سله المهملات,neg
سلعةةجيدة,سلعهجيده,pos
سلوبه قوى,سلوبه قوي,pos
سمعت,سمعت,neg
سنعود,سنعود,pos
سهل,سهل,pos
سهل الاستخدام,سهل الاستخدام,pos
سهلة,سهله,pos
سهولة,سهوله,pos
سوء,سوء,neg
سوداء اللهم,سوداء الهم,neg
سوداوية,سوداويه,neg
سورى,سوري,neg
سيء,سيء,neg
سئ,سء,neg
سىء,سيء,neg
سيءء,سيء,neg
سيءء جداا,سيء,neg
سيء جدا,سيء,neg
سئ جدا,سء,neg
سىء للغاايه,سيء لغايه,neg
سئيه,سءيه,neg
سي جدااا,سي,neg
سيرة حلوة,سيره حلوه,pos
سيي,سي,neg
سيى,سيي,neg
سييء,سيء,neg
سيئ,سيء,neg
سيئا,سيءا,neg
سيئة,سيءه,neg
سيئة جدا,سيءه,neg
سيئ جدا,سيء,neg
سيئه,سيءه,neg
سييئ,سيء,neg
سييئة,سيءه,neg
سييئة للغاية,سيءه لغايه,neg
سييييء,سيء,neg
شاعر الصعاليك,شاعر الصعاليك,neg
شحم,شحم,neg
شعره,شعره,neg
شغااال,شغال,pos
شغال,شغال,pos
شكر,شكر,pos
شكرا,شكرا,pos
شكرااا,شكرا,pos
شكلها باظت,شكلها باظت,neg
شهي,شهي,pos
شهيتني,شهيتني,pos
شيء جمل,شيء جمل,pos
شيق,شيق,pos
شيقة,شيقه,pos
شيك,شيك,pos
شين,,neg
شينه,شينه,neg
صادق,صادق,pos
صادقة,صادقه,pos
صادقه,صادقه,pos
صجه اكبر,صجه اكبر,neg
صحي,صحي,pos
صحيه,صحيه,pos
صدقت,صدقت,pos
صدمت,صدمت,neg
صدمتي,صدمتي,neg
صدوق,صدوق,pos
صرصور,صرصور,neg
صريح,صريح,pos
صعبه,صعبه,neg
صعقة,صعقه,neg
صعقت,صعقت,neg
صغيرة جدا,صغيره,neg
صغير جدا,صغير,neg
صغيره جدا,صغيره,neg
صفر,,neg
صفر كبير,كبير,neg
صناعه صينيه,صناعه صينيه,neg
صيت اكثر,صيت,neg
ضايقتني,ضايقتني,neg
ضجة,ضجه,neg
ضجه,ضجه,neg
ضحك,ضحك,pos
ضحية,ضحيه,neg
ضعف,ضعف,neg
ضعيف,ضعيف,neg
ضعيفة,ضعيفه,neg
ضعيفه,ضعيفه,neg
ضيع,ضيع,neg
ضيعت وقتي,ضيعت وقتي,neg
ضيق,ضيق,neg
ضيقة,ضيقه,neg
ضيقه,ضيقه,neg
طازج,طازج,pos
طعم,طعم,pos
طعم,طعم,neg
طفشتني,طفشتني,neg
طلاسم .,طلاسم,neg
طلاسم,طلاسم,neg
طوال الليل,طوال اليل,neg
طويلة جدا,طويله,neg
طيب,طيب,pos
طيبه,طيبه,pos
ظريف,ظريف,pos
ظريف معقول,ظريف معقول,pos
عااادي,عادي,neg
عاادي,عادي,neg
عاتي,عاتي,neg
عاجبني,عاجبني,pos
عاجبنى,عاجبني,pos
عادي,عادي,neg
عادية,عاديه,neg
عادية جدا,عاديه,neg
عادي جدا,عادي,neg
عاديه,عاديه,neg
عاديه جدا,عاديه,neg
عادي ولا,عادي,neg
عادي ومو,عادي ومو,neg
عالاقل 700ريال,عالاقل,neg
عالفاضي,عالفاضي,neg
عالميه,عالميه,pos
عالية,عاليه,pos
عبقري,عبقري,pos
عبقرى,عبقري,pos
عبقرية,عبقريه,pos
عبقريه,عبقريه,pos
عبيط,عبيط,neg
عجبتني,عجبتني,pos
عجبتني جدا,عجبتني,pos
عجبني,عجبني,pos
عجبني الكتاب,عجبني الكتاب,pos
عجبنى اوى,عجبني اوي,pos
عجبني جدا,عجبني,pos
عجبني كثيرا,عجبني,pos
عجبي,عجبي,pos
عجبى,عجبي,pos
عجييب,عجيب,pos
عشااق,عشاق,pos
عشاق,عشاق,pos
عشره,عشره,pos
عشق,عشق,pos
عشقت,عشقت,pos
عشقتها,عشقتها,pos
عشقي,عشقي,pos
عطر مغشوش,عطر مغشوش,neg
عظيم,عظيم,pos
عظيمة,عظيمه,pos
عظيمم,عظيم,pos
عمارة مر,عماره مر,neg
عملي,عملي,pos
عمليه,عمليه,pos
عميق,عميق,pos
عميقة,عميقه,pos
عمييق,عميق,pos
عنب,عنب,pos
عودة,عوده,pos
عودة الغائب,عوده الغاءب,pos
عيب,عيب,neg
عيبه,عيبه,pos
عيبهم,عيبهم,pos
عيبهم,عيبهم,neg
عيوب,عيوب,neg
غاالي,غالي,neg
غالي,غالي,neg
غالي جدا,غالي,neg
غاليه,غاليه,neg
غاليه جدا,غاليه,neg
غاية,غايه,pos
غبي,غبي,neg
غبى,غبي,neg
غش,غش,neg
غشني,غشني,neg
غلطان انى,غلطان اني,neg
غلطة,غلطه,neg
غلطة عمري,غلطه عمري,neg
غني,غني,pos
غنى,غني,pos
غويلي,غويلي,neg
غير حياتى,حياتي,pos
غير عادية,عاديه,pos
غير مترابطة,مترابطه,neg
غير متوقعة,متوقعه,pos
غير متوقعه,متوقعه,pos
غير مريحه,مريحه,neg
غير مفيد,مفيد,neg
غير مقنع,مقنع,neg
غير مملة,مله,pos
غير منطقية,منطقيه,neg
غير موفقة,موفقه,neg
غير نظيفة,نظيفه,neg
غير واضحة,واضحه,neg
فاحش,فاحش,neg
فاخر,فاخر,pos
فاخره,فاخره,pos
فادني,فادني,pos
فاسده,فاسده,neg
فاشل,فاشل,neg
فاشلة,فاشله,neg
فاشله,فاشله,neg
فاضى,فاضي,neg
فاكس,فاكس,neg
فتنة سوداء,فتنه سوداء,neg
فج,فج,neg
فخم,فخم,pos
فرح,فرح,pos
فروع,فروع,pos
فريد,فريد,pos
فريدا,فريدا,pos
فريدة,فريده,pos
فريده,فريده,pos
فسد,فسد,neg
فشل,فشل,neg
فضل,فضل,pos
فضل كتاب,فضل كتاب,pos
فظيع,فظيع,neg
فظيعة,فظيعه,neg
فعلا,فعلا,pos
فعلا ندماان,فعلا ندمان,neg
فقيع,فقيع,neg
فكرته حلوة,فكرته حلوه,pos
فنان,فنان,pos
فوجئت,فوجءت,neg
فوق الخيال,الخيال,neg
فوق المتوسط,المتوسط,pos
في البؤس,البءس,neg
في الخيال,الخيال,pos
في السذاجة,السذاجه,neg
فيها فكرة,فكره,pos
فيه تكرار,تكرار,neg
فيه زين,زين,pos
قاسي,قاسي,neg
قاسية,قاسيه,pos
قاسية,قاسيه,neg
قاسى جداا,قاسي,neg
قتلت القصة,قتلت القصه,neg
قدراتى العقليه,قدراتي العقليه,neg
قد لاتستحق,لاتستحق,neg
قديم,قديم,neg
قديمة,قديمه,neg
قذر,قذر,neg
قذرة,قذره,neg
قرارية,قراريه,neg
قررف,قرف,neg
قرف,قرف,neg
قريب,قريب,pos
قريب جدا,قريب,pos
قصة جميلة,قصه جميله,pos
قصص اعجبتني,قص اعجبتني,pos
قصص خفيفة,قص خفيفه,pos
قلبي,قلبي,pos
قلة,قله,neg
", قلشت",قلشت,neg
قلشت منك,قلشت منك,neg
قليل المعلومات,قليل المعلومات,neg
قمة,قمه,pos
قمة الجودة,قمه الجوده,pos
قوي,قوي,pos
قيم,قيم,pos
قيمة,قيمه,pos
قيمة,قيمه,neg
كاتب,كاتب,neg
كاذب,كاذب,neg
كارثة,كارثه,neg
كامل 10/10,كامل,pos
كان احسن,احسن,neg
كانت محتاجة,محتاجه,neg
كان توب,توب,pos
كان جميلا,جميلا,pos
كان يجدر,يجدر,neg
كبوة,كبوه,neg
كبيرة,كبيره,pos
كبيرة بمحتواها,كبيره بمحتواها,pos
كبيرة وعفشة,كبيره وعفشه,neg
كتااب,كتاب,pos
كتاب باائس,كتاب باءس,neg
كتاب بضين,كتاب بضين,neg
كتاب جيد,كتاب جيد,pos
كتاب جييد,كتاب جيد,pos
كتاب حلو,كتاب حلو,pos
كتاب خرة,كتاب خره,neg
كتاب رائع,كتاب راءع,pos
كتاب فقيع,كتاب فقيع,neg
كتاب قيم,كتاب قيم,pos
كتاب متطرف,كتاب متطرف,neg
كتاب ممتع,كتاب متع,pos
كتاب ممل,كتاب مل,neg
كتابي,كتابي,pos
كتاب يستحق,كتاب يستحق,pos
كتير جدا,كتير,neg
كثيرة بالفندق,كثيره بالفندق,pos
كذاب,كذاب,neg
كذابه,كذابه,neg
كذب,كذب,neg
كره,كره,neg
كرهت,كرهت,neg
كرهتها,كرهتها,neg
كريهة,كريهه,neg
كسمين سابق,كسمين سابق,neg
كلمات جميلة,كلمات جميله,pos
كما في المواصفات,المواصفات,pos
كما في الموقع,الموقع,pos
 كما هو معروض,معروض,pos
كويس,كويس,pos
كويسة,كويسه,pos
كويس كويس,كويس كويس,pos
كويسه,كويسه,pos
كئيب,كءيب,neg
كئيبة,كءيبه,neg
كئيبة جدا,كءيبه,neg
كئيبة وسلبية,كءيبه وسلبيه,neg
كئيب جدا,كءيب,neg
كئيبه,كءيبه,neg
لا أحب,احب,neg
لا أحبه,احبه,neg
لااستسيغ,لاستسيغ,neg
لااستسيغ الاكل,لاستسيغ الاكل,neg
لا أكثر,,neg
لا أنصح,انصح,neg
لاانصح,لانصح,neg
لا انصح,انصح,neg
لا انكر,انكر,neg
لا أوصي,اوصي,neg
لابأس,لاباس,pos
لاباس به,لاباس,pos
لاباس بها,لاباس,pos
لا ترقى,ترقي,neg
لاتستحق,لاتستحق,neg
لا تستحق,تستحق,neg
لاتستحق عناء,لاتستحق عناء,neg
لاتصلح,لاتصلح,neg
لا تعصر,تعصر,neg
لاتعمل,لاتعمل,neg
لا تعمل,تعمل,neg
لا تقم,تقم,neg
لا تليق,تليق,neg
لاتوجد,لاتوجد,neg
لاجديد,لاجديد,neg
لا جديد,جديد,neg
لا داعي,داعي,neg
لازم,لازم,pos
لأسف,لاسف,neg
لا شئ,شء,neg
لاطعم,لاطعم,neg
لا غنى عنه,غني,pos
لا غنى عنها,غني,pos
لا فهم,فهم,neg
لانصح,لانصح,neg
لا نصح,نصح,neg
لايستحق,لايستحق,neg
لا يستحق,يستحق,neg
لا يصل,يصل,neg
لايصلح,لايصلح,neg
لايطابق,لايطابق,neg
 لايطابق,لايطابق,neg
لايطابق المواصفات,لايطابق المواصفات,neg
لايعجبني,لايعجبني,neg
لا يعلى,يعلي,pos
لا يعمل,يعمل,neg
لا يفوتك,يفوتك,pos
لايفوتكم,لايفوتكم,pos
لا يفوتكم,يفوتكم,pos
لايقاوم,لايقاوم,pos
لا يليق به,يليق,neg
لا يمل,يمل,pos
لا يوصف,يوصف,pos
لبست عميقة,لبست عميقه,neg
لجمالية لغتها,لجماليه لغتها,pos
لدرجة الصعوبة,لدرجه الصعوبه,neg
لذه,لذه,pos
لذيد,لذيد,pos
لذيذ,لذيذ,pos
لذيذا,لذيذا,pos
لذيذة,لذيذه,pos
لذيذ جدا,لذيذ,pos
لذيذه,لذيذه,pos
لذييذ,لذيذ,pos
لززييزز,لزيز,pos
لزيز,لزيز,pos
لضعف,لضعف,neg
لطالما,لطالما,pos
لطيف,لطيف,pos
لطيفة,لطيفه,pos
لطيف جدا,لطيف,pos
لعشاق,لعشاق,pos
لعنة,لعنه,neg
لغة شعرية,لغه شعريه,pos
لغة قمة,لغه قمه,pos
لكنها كئيبة,لكنها كءيبه,neg
لكنه مقبول,مقبول,pos
للابداع,لابداع,pos
للأسف,لاسف,neg
للاسف,لاسف,neg
للاشمئزاز,لاشمءزاز,neg
للامال,لامال,neg
للحب,لحب,pos
للقبح,لقبح,neg
للمبتدئين,لمبتدءين,neg
للمراهقين,لمراهقين,neg
لم,,neg
لم احب,احب,neg
لم ارتاح,ارتاح,neg
لم استطع اكمالها,استطع اكمالها,neg
لم استمتع,استمتع,neg
لم افهم,افهم,neg
لم أكملها,اكملها,neg
لم ترق,ترق,neg
لم تعجبني,تعجبني,neg
لم تعجبنى,تعجبني,neg
لم حبها,حبها,neg
لم نفترق,نفترق,pos
لم يتم,يتم,neg
لم يجذبني,يجذبني,neg
لم يرق,يرق,neg
لم يعجبني,يعجبني,neg
لم يعجبنى,يعجبني,neg
لم يقدم,يقدم,neg
لن أعود,اعود,neg
لن اقوم بشرائه,اقوم بشراءه,neg
لن اقوم بشرائها,اقوم بشراءها,neg
لن عود,عود,neg
لونه,لونه,neg
ليس اكثر,,neg
ليست بالروعة,بالروعه,neg
ليست بقدر,بقدر,neg
ليست بنفس,بنفس,neg
ليست كما تظهر في الإعلان,تظهر الاعلان,neg
ليس سيئ,سيء,pos
ليس فيه شيء,شيء,neg
ما استمتعتش,استمتعتش,neg
ماأعجبني,مااعجبني,neg
مااعجبني,ماعجبني,neg
ماانصح,مانصح,neg
ما انصح,انصح,neg
ما تتوصفش,توصفش,pos
ماتجلس,ماتجلس,neg
ماتجلس ساعه,ماتجلس ساعه,neg
ماتحمست,ماتحمست,neg
ماتحمست معها,ماتحمست,neg
ماتستاهل,ماتستاهل,neg
ماتستاهل سعره,ماتستاهل سعره,neg
ماتشتغل,ماتشتغل,neg
ماتنظف,ماتنظف,neg
ماحب,ماحب,neg
ماحبيت,ماحبيت,neg
ماحبيته,ماحبيته,neg
ماحبيتها,ماحبيتها,neg
ما حبيتها,حبيتها,neg
ماحبيتها وكفى,ماحبيتها وكفي,neg
ماساه,ماساه,neg
ماشاء الله,ماشاء اله,pos
ما شاء الله,شاء اله,pos
ما عجبتني,عجبتني,neg
ماعجبتنيش,ماعجبتنيش,neg
مأعجبني,ماعجبني,neg
ماعجبني,ماعجبني,neg
ما عجبني,عجبني,neg
ماعجبنيش,ماعجبنيش,neg
ماعنده,ماعنده,neg
مافيه,مافيه,neg
ماكان ممتع,ماكان متع,neg
ما كلمتهاش,كلمتهاش,neg
ماله طعم,ماله طعم,neg
مايستاهل,مايستاهل,neg
ما يستاهل,يستاهل,neg
مايستحق,مايستحق,neg
مايستوي,مايستوي,neg
مايشجع,مايشجع,neg
مايعجبني,مايعجبني,neg
مايعجبني والنوعيه,مايعجبني والنوعيه,neg
مايفوق,مايفوق,neg
مبالغ,مبالغ,neg
مبالغة,مبالغه,neg
مبالغ فيه,مبالغ,neg
مبالغ فيها,مبالغ,neg
مبتدئين,مبتدءين,neg
مبتذل,مبتذل,neg
مبتذلة,مبتذله,neg
مبحبش,مبحبش,neg
مبدع,مبدع,pos
مبدعة,مبدعه,pos
مبزرة,مبزره,neg
مبسط,مبسط,pos
مب مستوي,مب مستوي,neg
مبهر,مبهر,pos
متخصص,متخص,pos
متدني,متدني,neg
متدنية,متدنيه,neg
متدنيه,متدنيه,neg
متسخ,متسخ,neg
متسخة,متسخه,neg
متع,متع,pos
متعبة,متعبه,neg
متعبة جدا,متعبه,neg
متعة,متعه,pos
متقن,متقن,pos
متكامل,متكامل,pos
متكررة,متكره,neg
متميز,متميز,pos
متميزة,متميزه,pos
متميزه,متميزه,pos
متناغمه,متناغمه,pos
متنوع,متنوع,pos
متنوعه,متنوعه,pos
متهالك,متهالك,neg
متواضع,متواضع,neg
متواضعة,متواضعه,neg
متوسط,متوسط,neg
متوسطة,متوسطه,neg
متوسطة الاداء,متوسطه الاداء,neg
متوفر,متوفر,pos
متوقعة واعتيادية,متوقعه واعتياديه,neg
مثالي,مثالي,pos
مثل,,neg
مثل المواصفات,المواصفات,pos
مثير,مثير,pos
مثيرة,مثيره,pos
مجانا,مجانا,pos
مجاني,مجاني,pos
مجانية,مجانيه,pos
مجانيه,مجانيه,pos
محاولة فاشلة,محاوله فاشله,neg
محبتش,محبتش,neg
محبتهاش,محبتهاش,neg
محبتهوش,محبتهوش,neg
محبتوش,محبتوش,neg
محبط,محبط,neg
محبوب,محبوب,pos
محبي,محبي,pos
محترم,محترم,pos
محتوى,محتوي,neg
محروقة,محروقه,neg
محشو,محشو,neg
محفز,محفز,pos
محكم .,محكم,pos
محنرم,محنرم,pos
مخادع,مخادع,neg
مخادعه,مخادعه,neg
مخالفه,مخالفه,neg
مختصره جدا,مختصره,neg
مختلفة,مختلفه,pos
مخدش,مخدش,neg
مخدش ومكسور,مخدش ومكسور,neg
مخدوش,مخدوش,neg
مخيب,مخيب,neg
مخيس,مخيس,neg
مدح,مدح,pos
مدربين,مدربين,pos
مدهشة,مدهشه,pos
مذهل,مذهل,pos
مذهلة,مذهله,pos
مذهلة لكن,مذهله,pos
مذهله,مذهله,pos
مر,مر,neg
مرتب,مرتب,pos
مرتفعه,مرتفعه,neg
مرجعية جيدة,مرجعيه جيده,pos
مررره عادي,مره عادي,neg
مرض,مرض,neg
مركون,مركون,neg
مرنه,مرنه,pos
مره,مره,neg
مروع,مروع,neg
مروعة,مروعه,neg
مريح,مريح,pos
مريحة,مريحه,pos
مريحه,مريحه,pos
مريرة,مريره,neg
مريره,مريره,neg
مزعج,مزعج,neg
مزعجة,مزعجه,neg
مزعجه,مزعجه,neg
مزودها شوية,مزودها شويه,neg
مستظرف,مستظرف,neg
مستظرف عالاخر,مستظرف عالاخر,neg
مستفدتش,مستفدتش,neg
مستفز,مستفز,neg
مستفزة,مستفزه,neg
مستمتعتش,مستمتعتش,neg
مستهلكة,مستهلكه,neg
مسخرة,مسخره,pos
مسلي ),مسلي,pos
مش اوي,مش اوي,neg
مش باقتنع,مش باقتنع,neg
مشبع,مشبع,pos
مش راغى,مش راغي,pos
مشكلته الزحمه,مشكلته الزحمه,neg
مشكلته نيء,مشكلته نيء,neg
مشكوور,مشكور,pos
مش لذيذ,مش لذيذ,neg
مش لمة,مش لمه,pos
مشهور,مشهور,pos
مشوق,مشوق,pos
مضبوط,مضبوط,pos
مضروب,مضروب,neg
مضروبة,مضروبه,neg
مضروبه,مضروبه,neg
مضيعة,مضيعه,neg
مطابقة,مطابقه,pos
مطابقة للوصف,مطابقه لوصف,pos
مطابق للمواصفات,مطابق لمواصفات,pos
مطرود,مطرود,neg
مطعم حلو,مطعم حلو,pos
مطعم عادي,مطعم عادي,neg
مطعم مميز,مطعم ميز,pos
مطعمي,مطعمي,pos
مطعم يستحق,مطعم يستحق,pos
مع احترامي,احترامي,neg
معاد,معاد,neg
معاني,معاني,pos
معجبتنيش ),معجبتنيش,neg
معجبتنيش,معجبتنيش,neg
( معجبتنيش,معجبتنيش,neg
معجبنيش,معجبنيش,neg
معجتنيش,معجتنيش,neg
معدومة,معدومه,neg
معدومه,معدومه,neg
معطره,معطره,pos
معطم عاادي,معطم عادي,neg
معفن,معفن,neg
معقول,معقول,pos
معقولة,معقوله,pos
معقوله,معقوله,pos
معيبا,معيبا,neg
مغالطات,مغالطات,neg
مغالي,مغالي,neg
مغالي فيه,مغالي,neg
مغرقة,مغرقه,neg
مغرقه بالتشاؤم,مغرقه بالتشاءم,neg
مغريه,مغريه,pos
مغشوش,مغشوش,neg
مغص,مغص,neg
مفروض,مفروض,neg
مفيد,مفيد,pos
مفيدة,مفيده,pos
مفيد جدا,مفيد,pos
مفيده,مفيده,pos
مقتنعتش !,مقتنعتش,neg
مقدرتش,مقدرتش,neg
مقرف,مقرف,neg
مقرفة,مقرفه,neg
مقرفه,مقرفه,neg
مقرفه جدا,مقرفه,neg
مقزز,مقز,neg
مقززة,مقزه,neg
مقلب,مقلب,neg
مكب,مكب,neg
مكرر,مكر,neg
مكررة,مكره,neg
مكرره,مكره,neg
مكملتوش,مكملتوش,neg
ملائم,ملاءم,pos
ملحمة,ملحمه,pos
ملفت,ملفت,pos
ملل,مل,neg
مللت,ملت,neg
ملهم,ملهم,pos
ملهمة,ملهمه,pos
ملهمه,ملهمه,pos
ملئ بالزيوت,ملء بالزيوت,neg
ملىء بالشجن,مليء بالشجن,pos
مليانة,مليانه,neg
مليت,مليت,neg
مليئ بنظريات,مليء بنظريات,neg
ممتااز,متاز,pos
ممتاازة,متازه,pos
ممتاازه,متازه,pos
ممتاز .,متاز,pos
ممتاز,متاز,pos
ممتازة,متازه,pos
ممتازز,متاز,pos
ممتازه,متازه,pos
ممتازين,متازين,pos
ممتع,متع,pos
ممتعا,متعا,pos
ممتعة,متعه,pos
ممتع جدا,متع,pos
ممتعه,متعه,pos
ممتع ورشيق,متع ورشيق,pos
ممتع يشكر,متع يشكر,pos
ممطوطة الاحداث,مطوطه الاحداث,neg
ممل,مل,neg
. ممل,مل,neg
", ممل",مل,neg
مملة,مله,neg
مملة جدا,مله,neg
ممل جدا,مل,neg
مملل,مل,neg
ممله,مله,neg
مميز,ميز,pos
مميزات,ميزات,pos
مميزة,ميزه,pos
مميزه,ميزه,pos
مميز و جميل,ميز جميل,pos
من االازم,الازم,neg
من اجمل,اجمل,pos
من أروع,اروع,pos
مناسب,مناسب,pos
مناسبة,مناسبه,pos
مناسبه,مناسبه,pos
من اسوا,اسوا,neg
منافس,منافس,pos
من افضل,افضل,pos
من الاخر,الاخر,pos
من الفوائد,الفواءد,pos
منتازه,منتازه,pos
منتج جيد,منتج جيد,pos
منتج سئ,منتج سء,neg
منتجع,منتجع,pos
منتج ممتاز,منتج متاز,neg
منتهيه,منتهيه,neg
من رائع,راءع,pos
من روائع,رواءع,pos
من سوء,سوء,neg
منطقية,منطقيه,neg
منظر,منظر,pos
من غبى,غبي,neg
منفرد,منفرد,pos
منقول,منقول,neg
من نجمة,نجمه,neg
منه وبطلناه,وبطلناه,neg
منوعه,منوعه,pos
مهذبه,مهذبه,pos
مهم,مهم,pos
مهمة,مهمه,pos
مهو مرتب,مهو مرتب,neg
مؤثر,مءثر,pos
مؤثرة,مءثره,pos
موحلو,موحلو,neg
مو زين,مو زين,neg
موسوعة,موسوعه,pos
موفق,موفق,pos
ميزة,ميزه,pos
. ميستح,ميستح,neg
ميستحق,ميستحق,neg
مينفعش متتقريش,مينفعش متقريش,pos
ميه,ميه,pos
ناار,نار,neg
ناجح,ناجح,pos
ناشف,ناشف,neg
ناشفه,ناشفه,neg
نايس,نايس,pos
نبؤة,نبءه,pos
نجح,نجح,pos
نجمة واحدة,نجمه واحده,neg
نجمة واحده,نجمه واحده,neg
نجمتان,نجمتان,neg
نجمتين,نجمتين,neg
نجمه,نجمه,neg
نجوم للقبح,نجوم لقبح,neg
نحب,نحب,pos
نحبهم,نحبهم,pos
ندم,ندم,neg
ندماان,ندمان,neg
ندماان اني,ندمان اني,neg
ندم الواقعي,ندم الواقعي,pos
ندمان,ندمان,neg
ندمان عليها,ندمان,neg
ندمت,ندمت,neg
نسيان محتويات,نسيان محتويات,neg
نصب,نصب,neg
نص ساعه,نص ساعه,neg
نظافة,نظافه,pos
نظيف,نظيف,pos
نظيفة,نظيفه,pos
نمطية جدا,نمطيه,neg
ننتظر,نتظر,neg
نهاية صادمة,صادمه,neg
نهايه رخمااه,نهايه رخماه,neg
نيء,نيء,neg
هاايل,هايل,pos
هادي,هادي,pos
هادئ,هادء,pos
هادئة,هادءه,pos
هايلة,هايله,pos
هذا الفيلم,الفيلم,pos
هذا فراق,فراق,neg
هذيان,هذيان,neg
هذي والله,واله,neg
هراء,هراء,neg
وااو,,pos
وابهرتنى قصة,وابهرتني قصه,pos
واحداثها جذبتني,واحداثها جذبتني,pos
واحلى,واحلي,pos
واخر,واخر,neg
واسع,واسع,pos
واسعاره,واسعاره,neg
واسعاره غاليه,واسعاره غاليه,neg
واسعارهم,واسعارهم,neg
واسعة,واسعه,pos
واسعه,واسعه,pos
واعتيادية !,واعتياديه,neg
واعجبتني,واعجبتني,pos
وأفضل,وافضل,pos
وافضل,وافضل,pos
وافي,وافي,pos
واقعي,واقعي,pos
واقعية,واقعيه,pos
والأسعار,والاسعار,pos
والخياطة متدنيه,والخياطه متدنيه,neg
والمبالغة,والمبالغه,neg
والمبالغة الكثير,والمبالغه الكثير,neg
وانصح,وانصح,pos
وانصح بعدم شرائها,وانصح بعدم شراءها,neg
وانيقه,وانيقه,pos
واو,,pos
واوو,,pos
وباظ,وباظ,neg
وبتلزق,وبتلزق,neg
وبطيئة,وبطيءه,neg
وبه فائدة,وبه فاءده,pos
وتأخر,وتاخر,neg
وتاخر,وتاخر,neg
وتأخير,وتاخير,neg
وتستحق,وتستحق,pos
وتعبلي,وتعبلي,neg
وتعبلي اعصابي,وتعبلي اعصابي,neg
وجع,وجع,neg
وجعلك تصدقها,وجعلك تصدقها,neg
وجعلنا,وجعلنا,neg
وجعلي,وجعلي,neg
وجلساته ضيقه,وجلساته ضيقه,neg
وجميل,وجميل,pos
وحده,وحده,neg
و حزينة,حزينه,neg
وحسن,وحسن,pos
وحش,وحش,neg
وحشة,وحشه,neg
وحششة,وحشه,neg
وحشه,وحشه,neg
وحشه اوي,وحشه اوي,neg
وحلو,وحلو,pos
و خرى,خري,neg
وخس,وخس,neg
وخفيف,وخفيف,pos
ودود,ودود,pos
ودودون,ودودون,pos
ودودين,ودودين,pos
و دوشة,دوشه,neg
ودي,ودي,neg
ورائع,وراءع,pos
ورائعة,وراءعه,pos
ورهيب,ورهيب,pos
وزهقت,وزهقت,neg
وسخ,وسخ,neg
وسريعه,وسريعه,pos
وسعره غالي,وسعره غالي,neg
وسلبية جدا,وسلبيه,neg
وسهل الاستخدام,وسهل الاستخدام,pos
وسهلة,وسهله,pos
وسئ,وسء,neg
وسيئه,وسيءه,neg
وشكرا,وشكرا,pos
وصار مايعجبني,وصار مايعجبني,neg
وصحي,وصحي,pos
وصخ,وصخ,neg
وضجة,وضجه,neg
وطازج,وطازج,pos
وعادي,وعادي,neg
وعجبني,وعجبني,pos
وعجبني الفطور,وعجبني الفطور,pos
وعدم قدرتها,وعدم قدرتها,neg
وعع,وع,neg
وعععع,وع,neg
وعفشة,وعفشه,neg
وعفشة شويا,وعفشه شويا,neg
وعفى,وعفي,neg
وغالي,وغالي,neg
وغالين,وغالين,neg
وغير مطابقة,وغير مطابقه,neg
وفارغة .,وفارغه,neg
", وفارغة",وفارغه,neg
وفاشل,وفاشل,neg
وفخم,وفخم,pos
وفير,وفير,pos
وفيره,وفيره,pos
